-2.7876e-03, 1.0791e-02, 0.0000e+00, -6.9258e-04 
-6.1426e-03, 8.8338e-03, 0.0000e+00, -9.4697e-03 
-4.8691e-03, 7.9440e-03, 0.0000e+00, -9.5633e-03 
1.1933e-03, 1.8038e-05, 0.0000e+00, -5.4667e-03 
-2.8931e-03, 6.7427e-03, 0.0000e+00, -3.2887e-04 
-2.9414e-03, 7.0546e-03, 0.0000e+00, -2.8302e-03 
-4.0140e-03, 6.8008e-03, 0.0000e+00, -1.0227e-02 
-1.1777e-03, 9.9978e-04, 0.0000e+00, 5.1040e-04 
-4.4595e-03, 2.2690e-03, 0.0000e+00, 1.6437e-02 
-2.0606e-04, 2.8067e-03, 0.0000e+00, -2.5132e-03 
-4.7472e-05, 2.3192e-03, 0.0000e+00, -4.6828e-03 
-8.5566e-03, 1.6332e-02, 0.0000e+00, -2.7525e-03 
6.2654e-04, 2.0885e-03, 0.0000e+00, 3.1482e-03 
1.5890e-04, 1.8747e-03, 0.0000e+00, -3.7822e-03 
-1.3129e-03, 1.2478e-03, 0.0000e+00, -2.2532e-03 
1.0473e-03, 3.7586e-04, 0.0000e+00, -6.3621e-03 
1.2849e-04, -1.3847e-05, 0.0000e+00, -4.7818e-04 
-6.0686e-04, 2.4193e-04, 0.0000e+00, -1.6355e-03 
-2.2546e-03, 6.7043e-04, 0.0000e+00, -1.3079e-03 
3.8207e-03, -6.6602e-04, 0.0000e+00, -6.2936e-03 
-1.3649e-03, 3.6836e-04, 0.0000e+00, -2.1797e-03 
1.2359e-03, -4.5458e-04, 0.0000e+00, -8.5115e-04 
3.1049e-03, -7.4546e-04, 0.0000e+00, -4.3749e-03 
1.8272e-03, -6.1310e-04, 0.0000e+00, -2.2343e-03 
-5.2844e-04, 6.0419e-03, 0.0000e+00, 6.7769e-04 
5.5229e-04, -9.3757e-05, 0.0000e+00, -3.5358e-03 
4.5398e-04, 3.4007e-03, 0.0000e+00, -8.5875e-03 
1.5901e-03, -4.4109e-04, 0.0000e+00, -4.0182e-03 
1.5128e-03, -4.4231e-04, 0.0000e+00, -3.4355e-03 
1.4239e-03, -4.4201e-04, 0.0000e+00, -3.0522e-03 
-4.9648e-03, 8.0044e-03, 0.0000e+00, 4.9167e-03 
2.0106e-03, 1.6636e-05, 0.0000e+00, -6.4208e-03 
-1.0754e-03, 5.2246e-03, 0.0000e+00, -1.2935e-03 
-1.6142e-03, 6.5237e-03, 0.0000e+00, 2.9617e-03 
1.1477e-03, -3.0893e-04, 0.0000e+00, -4.7815e-03 
1.2254e-03, -3.2466e-04, 0.0000e+00, -4.8662e-03 
-2.6040e-04, 1.9188e-03, 0.0000e+00, 7.4168e-04 
-2.3700e-03, 7.3841e-03, 0.0000e+00, 1.6390e-03 
9.2636e-04, 2.1983e-04, 0.0000e+00, -2.8807e-03 
1.9108e-03, -3.6075e-04, 0.0000e+00, -5.4496e-03 
-1.4899e-03, 4.0327e-03, 0.0000e+00, 1.9717e-03 
-2.6667e-03, 7.5655e-03, 0.0000e+00, -3.8615e-03 
-7.8407e-04, 3.2868e-03, 0.0000e+00, 4.1665e-04 
2.9005e-04, 1.5890e-03, 0.0000e+00, -9.6464e-04 
1.4359e-03, -5.3444e-05, 0.0000e+00, -4.5459e-03 
9.0971e-04, 1.6281e-03, 0.0000e+00, -6.6594e-03 
1.5429e-03, 3.5365e-04, 0.0000e+00, -6.7710e-03 
-5.5401e-04, 3.8642e-03, 0.0000e+00, -1.6615e-03 
-3.1143e-03, 8.0912e-03, 0.0000e+00, 9.7134e-04 
